Sergio Fajardo hizo el oso en Bogota|Sergio Fajardo hacer_el_oso Bogota|-3
SantiagoLondoñoUribe en Twitter: ;#FajardoLogró llevar la Fiscalía AntiBacrim a Urabá y Bajo Cauca así como multiplicar el número de a Escuadrones Móviles de Carabineros por 3 para hacer presencia en los más importantes corredores viales. También llevo Casas De Justicia Móviles a todos los rincones. #Sepuede;| #fajardologr fiscal antibacrim urab baj cauc multiplic numer escuadrones moviles carabiner presenci import corredores viales  tambien llev cas justici moviles rincones  #sepuede   |4
Martina en Twitter: ;Por favor, por favor..@angelamrobledo @IvanCepedaCast @piedadcordoba @ClaudiaLopez  @sergio_fajardo. @petrogustavo...que no se note tanto su silencio de condena a esto...… https://t.co/GkJb3rk7tt;|       note silenci conden             |0
Guaje Salvaje en Twitter: ;No permitamos que los indepes controlen el relato e impongan su neolengua.;Ni se trató de una ;revolución de las sonrisas;, ni ahora es una ;primavera catalana;.;Sin eufemismos. Lo de los indepes ya tiene nombre: kale borroka o violencia callejera.;https://t.co/9Z1Vi3LXWm;| permit indepes controlen relat impong neolengu  Ni trat  revolu sonris    primaver catalan   eufem  indepes nombre  kale borrok violenci callejer    |-3
Martha Posada en Twitter: ;Presiento que el pueblo Colombiano va a escoger a Sergio Fajardo como su Presidente.: me siento pensativa;| presient puebl colombian escog sergi fajard presidente   sient pensat   |3
Samuel Gutierrez en Twitter: ;Mientras Santos, Petro, Vargas Lleras, Fajardo, De La Calle y las Farc lo atacan... Él ora a cada instante, pidiendo a Dios por su país y por cada uno de nosotros. @IvanDuque es un gran hombre y este 27 de Mayo los colombianos de bien lo elegiremos nuestro presidente.… https://t.co/mURabCz7G7;| mientr sant  petr  vargas_ller  fajard  calle farc atac    ora instante  pid dios  @ivanduque hombre eleg presidente     |-2
Mientras Santos, Petro, Vargas Lleras, Fajardo, De La Calle y las Farc lo atacan... �l ora a cada instante, pidiendo a Dios por su pa�s y por cada uno de nosotros. @IvanDuque es un gran hombre y este 27 de Mayo los colombianos de bien lo elegiremos nuestro presidente. pic.twitter.com/XyBN3T6Dtu&mdash; Samuel Gutierrez (@SamuelGutiLos) March 27, 2018		| |-2
Conozco bien a @sergio_fajardo desde hace mucho. Empezamos juntos en una calle esta atrevida lucha por la transformaci�n social. Pero lo acabo de ver en Pregunta Yamid y veo a un amigo y compatriota preparado para manejar a Colombia. Con las condiciones para construir una naci�n.&mdash; �lvaroGonz�lez-Uribe (@alvarogonzalezu) March 29, 2018		| |4
Dani Arango en Twitter: ;Esta mujer, sin duda, tiene mi voto @ClaudiaLopez @sergio_fajardo @compromisociu #SePuede #FuerzaDeLaEsperanza… ;| muj  dud  vot @compromisociu #sepuede #fuerzadelaesperanza…    |3
electores de uribe son personas sin un milimetro de criterio, mentirosas, envidiosas, hipocritas y ahi van tener el presidente que se merecen.......suerte es que les digo, otros 4 a�os para que uribe salde sus venganzas personales, y la salud? educacion?&mdash; Alejandro (@parra_alejo_555) March 21, 2018		| |0
Fenalco Antioquia en Twitter: ;Cuidar los recursos naturales es un compromiso de cada persona con la sostenibilidad y la… https://t.co/rNYJOhKyLw;| cuid recurs naturales compromis person sostenibil la…   |3
Osiris Ocampo en Twitter: ;En Medellín #FajardoLogró organizar el programa de transparencia en contratación anual, ofreciéndole al público general los contratos disponibles. Con esto pasa la alcaldía de 8000 proveedores locales a 27000 entre 2003 y 2007.;| medellin #fajardologr organiz program transparente contrat anual  ofreciendole public general contrat dispon  alcald proveedores locales        |4
�ADELANTE PRESIDENTE!!!Retomar�mos el Rumbo del Pais!!!�Dios lo Bendiga Siempre!!!Iv�n Duque 40%Gustavo Petro 24%Voto en blanco 13%Fajardo 9%Vargas Lleras 6%�VIVA LA DEMOCRACIA CON JUSTICIA Y SEGURIDAD!!! pic.twitter.com/Q8RQ9DUZgV&mdash; SIALMASTER (@sialmaster) March 21, 2018		| |-2
Compromiso Antioquia en Twitter: ;Blindaremos al SENA de la politiquería con concursos de mérito para todos sus funcionarios y concertación de la oferta con el sector privado. Transparencia, pertinencia y calidad #ConEducaciónSePuede;#FajardoPropone;| blind sen politiqu concurs merit funcionari concert ofert priv  transparente  pertinente calid #coneducacionsepuede #fajardopropone   |3
Con #LaFuerzaDeLaEsperanza nos estamos tomando Medell�n. Aqu� pasamos del miedo a la esperanza de la mano de @sergio_fajardo. Ya demostramos que #SePuede. pic.twitter.com/oP6vgzKSRc&mdash; Daniel Duque V. (@danielduquev) March 24, 2018		| |4
M.M Paz en Twitter: ;Querrá decir Petro ;El único capaz de lidiar de una manera eficiente con el gran problema del Furibismo  recalcitrante… https://t.co/3rAEnE1UCH;| querr petr  unic capaz lidi eficiente problem furib  recalcitrante…   |0
Si Dios est� a tu lado, no importa qui�n est� en tu contra. ??????????&mdash; Tu Palabra Se�or (@TuPalabraSr) March 28, 2018		| |3
Ulises Lubo en Twitter: ;#ConEducaciónSePuede La paz empieza desde las aulas del colegio: fortaleceremos e impulsaremos la inclusión de programas de construcción para la ciudadanía enfocados en la no discriminación y convivencia escolar. #FajardoPresidente #LaFuerzaDeLaEsperanza;| #coneducacionsepuede paz empiez aul colegi  fortalec impuls inclusion program construccion ciudadan enfoc discrimin convivente escol  #fajardopresidente #lafuerzadelaesper   |4
JOSE HUGO MORENO CUE en Twitter: ;Por favor colombianos, no permitamos que malversemos otros $40 mil millones en una consulta inocua, que no va para ningún lado. Si De la Calle quiere coalición, simplemente que se una a Fajardo. La consulta del 11 de Marzo y las encuestas están mostrando el resultado. Abrazos.… https://t.co/ewsZoLPg7q;|  permit malversem $40 mil consult inocu  ningun  calle coalicion  simplemente fajard  consult encuest mostr result  abraz    |-3
Yhansui en Twitter: ;#FajardoLogró llegar a la Gobernación de Antioquia con la votación más alta en la historia para ese cargo. Ha gobernado dos veces y ha sido el mejor. En https://t.co/K6SaefRuqz todas sus propuestas.… https://t.co/M5srWO78ta;| #fajardologr lleg gobern antioqui votacion alta histori carg  gobern veces mejor  propuest   |4
ColombiaHumana2018 en Twitter: ;QUE ENTRE A GOOGLE Y PREGUNTE QUE ES UNA REVOLUCIÓN.  PARECIERA QUE LOS TÍTULOS DE PROFESOR COMO QUE NO EXISTEN.… https://t.co/A4yT0LSgCn;| entre google pregunte ES revolu   parec titul profesor com NO existen     |-5
Alejo Aguilar M. en Twitter: ;#FajardoPresidente #SePuede #VoluntariosConFajardo #LaFuerzaDeLaEsperanza @sergio_fajardo @ClaudiaLopez @JERobledo @AntanasMockus @AngelicaLozanoC La Educación el motor de la transfomación de Colombia 📚… https://t.co/saeIvzGKqi;| #fajardopresidente #sepuede #voluntariosconfajard #lafuerzadelaesper @jerobled @antanasmockus @angelicalozanoc educ motor transfom colombi    |4
La Educaci�n no es asunto de un Ministerio. Por eso la gran movilizaci�n q convocaremos significa q la Educaci�n deja de ser un problema individual (a d�nde matriculo a mi hijo) para ser un gran asunto nacional (c�mo mejoramos todos con ella): @sergio_fajardo #ConEducaci�nSePuede pic.twitter.com/Bk5v3K9c0h&mdash; Compromiso Ciudadano - Bogot� (@compromisobog) March 21, 2018		| |3
Fajardo Presidente en Twitter: ;Haremos esta campaña en las universidades,con los jóvenes, con alegría. Hoy desde la @usergioarboleda con @lasillaenvivo y mañana en la @UniversidadEAN presentando nuestra propuesta de educación. Sabemos que Colombia quiere escuchar una voz tranquila en medio de la algarabía.… https://t.co/E4SAGEzCTb;| harem campañ univers jovenes  alegr  mañan present propuest educ  sabem colombi escuch voz tranquil algarab      |4
Tenemos claro qu� haremos el 8 de agosto. Vamos a vincular a toda la sociedad en la construcci�n de un pa�s con nuevos protagonistas. Convocaremos al Gran Pacto Nacional por la Educaci�n desde un lugar especial. La educaci�n es la tarea de Colombia. #ConEducaci�nSePuede #ElEquipo pic.twitter.com/CqXm1UANuT&mdash; Fajardo Presidente (@sergio_fajardo) March 26, 2018		| |4
boris bahamon en Twitter: ;Soy petrista. pero para el momento que está viviendo el pais el candidato y presidente debe ser de la calle. Petro no por que no tendría poder en el senado y le pasaría lo de la alcaldía, Fajardo ya negoció con ardida lule.… https://t.co/683XKdl687;| petrist  moment viv pais candidat presidente calle  petr tendría sen pas alcald  fajard negoc ardid lule    |-3
Claudia López en Twitter: ;Creerán que somos tontos y tapar el sol con un dedo. Pero es claro que el candidato de Santos es Vargas Lleras y el de Uribe es Duque. El desafío de todas las fuerzas jovenes, democráticas que queremos sacar este país adelante es derrotarlos a ambos #DebateVicepresidencialEnLaW… https://t.co/FrTVhQfBQP;| cre tont tap sol ded  clar candidat sant vargas_ller uribe duque  desafi fuerz jovenes  democrat querem sac adel derrotarl #debatevicepresidencialenlaw…   |0
Hoy echaremos l�piz en el tablero de @NoticiasCaracol con @sergio_fajardo para hablar sobre la seguridad de los colombianos. Participe y deje sus opiniones con #YLaSeguridadQu� https://t.co/MAOBTJmZg9 pic.twitter.com/evc7J6RVdu&mdash; Noticias Caracol (@NoticiasCaracol) March 27, 2018		| |0
Rebeca Puche Navarro en Twitter: ;#Fajardologró  que 130 estudiantes se animaran a apostarle a las Olimpiadas del Conocimiento, y yo estoy segura que eso les abrió posibilidades y los acercó a entender que el saber es una de las vías de cambiar nuestras sociedades… https://t.co/2QeEwdRGcq;| #fajardologr  estudi anim apostarle olimpi conoc  segur abri posibil acerc entend vias cambi sociedades…    |3
Si Delacalle se une a Fajardo, el partido liberal no deber�a devolver los millones que se gastaron en su ;consultica;?&mdash; @aweito (@aweito1) March 28, 2018		| |-2
Me ha gustado un v�deo de @YouTube (https://t.co/L2bUqIsAK5 - Debate Petro, Fajardo, Duque y De La Calle sobre medio ambiente).&mdash; Edwarth David (@Edwarthfull) March 29, 2018		| |0
�Ya se han dado cuenta que Duque podr�a ser como Fajardo: un candidato ni fu ni fa? Lo �nico que lo catapulta es la ;mano dura; de Uribe.&mdash; Sara Tufano (@SaraTufanoZ) March 28, 2018		| |-2
Josias Fiesco en Twitter: ;¿Por qué el silencio @petrogustavo, @sergio_fajardo @DeLaCalleHum? ;200.000 habitantes se encuentran sin luz por voladura de dos torres de energía en Tumaco https://t.co/OyhKKRZAsz;| ¿por silenci  @delacallehum?  habit encuentr luz voladur torres energ tumac    |-2
Coalición Colombia - no sueñes el cambio, ¡créelo! en Twitter: ;Una de las innovaciones de @Sergio_Fajardo en Medellín fueron los Pactos por la Calidad de la Educación, en Colombia se hará el gran pacto nacional.  #ConEducaciónSePuede… https://t.co/xrsGaPNKKh;| innov @sergio_fajard medellin pact calid educ  colombi har pact nacional   #coneducacionsepuede…   |3
Estas equivocado compa�ero, con la mano en el corazon debes de darte cuenta que con cualquiera de esos dos solo le damos continuidad a la triste realidad de nuestro pais, la solucion es @IvanDuque presidente...&mdash; Albert Enrique (@Enrique9411) March 21, 2018		| |0
Andrés Moreno Gómez en Twitter: ;Asesores d @German_Vargas, @sergio_fajardo y @DeLaCalleHum deben estar buscando la forma d decirle a sus jefes q @IvanDuque será presidente.;| asesores @german_varg  @delacallehum deben busc form decirle jefes @ivanduque presidente    |0
W Radio Colombia en Twitter: ;#PerezMauraEnLaW Estas son las razones por las que Sergio Fajardo no pasaría a segunda vuelta, según el director adjunto del diario español ABC &gt;&gt;&gt; https://t.co/RqyEA7ZqNI… https://t.co/hOjekOpe3Q;| #perezmauraenlaw razones sergi fajard pas  director adjunt diari español abc       |-3
Dr. JOHN J. GIRÓN B. en Twitter: ;Ese es el problemita de Fajardo, que tiene esos patrones. En cambio los jefes de Petro son Dios y El Pueblo!! https://t.co/3CTdd7ihx1;| problemit fajard  patrones  cambi jefes petr dios pueblo!!   |-3
Fajardo Presidente en Twitter: ;No son sólo 2.053.796 votos, son más de dos millones de razones para seguir creyendo que #SePuede cambiar el rumbo del país. Es hora de hacer política con otra fuerza, con #LaFuerzaDeLaEsperanza. Vamos por la presidencia de Colombia. #ElEquipo.… https://t.co/9qL4DTm27X;| solo vot  razones segu creyend #sepuede cambi rumb  politic fuerz  #lafuerzadelaesper  vam presidente colombi  #elequip     |4
#FajardoLogr� que Medell�n pasara del miedo a la Esperanza. No solo lo decimos nosotros, tambi�n lo dice @juanes #FajardoPresidente #SePuede pic.twitter.com/093sxq5r6G&mdash; Alejandra Echeverri G (@alechega) March 25, 2018		| |4
Manu en Twitter: ;Diego, que bueno que dejaron esa intransigencia, ser un buen político es anteponer las visiones personales por el bien común, por las causas más grandes que uno… https://t.co/OcwC6qvAcp;| dieg  buen dej intransigente  buen politic antepon visiones personales comun  caus grandes uno…   |4
ALEJANDRO GONZALEZ en Twitter: ;El tinto de @DeLaCalleHum  y @sergio_fajardo va a costar la bobadita de 40 mil millones. Que de la calle sea serio y vaya a primera vuelta de esa forma observará en las urnas lo que los colombianos pensamos de su gestión como negociador del pacto de la Habana.;| tint @delacallehum  cost bobadit mil  calle seri form observ urnas pens gestion negoci pact haban    |-2
🍃🍄🐈🈂️ en Twitter: ;Excelente trabajo, aún falta mucho , pero si se ve la tendencia… https://t.co/35tXNbZfM7;| excelente  falt   tendencia…    |1
RT compromisociu: #Recomendado : �sergio_fajardo est� convencido de que, si bien el nuevo Gobierno debe buscar que el sistema judicial funcione y funcione bien, hay que evitar que los ciudadanos crucen la puerta del mundo de la criminalidad.; V�a NoticiasCaracol. #FajardoPro�&mdash; ?RTCali Tus RTuits!? (@RtCali) March 28, 2018		| |1
GRANADA en Twitter: ;Rincones de Granada.. Fotografía de Sergío Luque López #PlanesGranada… ;| rincones gran   fotograf sergi luque lopez #planesgranada…    |0
#FajardoLogr� que llegar� a Medellin el urbanismo social abriendo espacios para la educaci�n y la cultura: Parque Juanes de la Paz, Parque Explora, Unidades deportivas, reapertura Jard�nBot�nico, algunas de sus obras.@sergio_fajardo @compromisociu pic.twitter.com/HTk0xZ5cCA&mdash; Juan Jose Largo F (@JuanJoLargo) March 25, 2018		| |5
#EvaLoSabe: El respaldo de Zuluaga a Duque y la alianza entre Fajardo y De la Calle https://t.co/ViSbRctpc9 pic.twitter.com/tUICeBsw5c&mdash; Noticias RCN (@NoticiasRCN) March 28, 2018		| |0
Radio OndaWorld en Twitter: ;Sonando Ahora #Novedades #Radio #Musica #Pop #Dance #Latino #Rock #NowPlaying Sergio Contreras - La reina del local (Featuring Manuel Delgado) en https://t.co/1v90OqB2kx;| son ahor #novedades #radi #music #pop #dance #latin #rock #nowplaying sergi contrer rein local (featuring manuel delgado)    |0
#NoMasLosMismosDeSiempre #LaFuerzaDeLaEsperanza @sergio_fajardo Presidente pic.twitter.com/IFGGzwjG35&mdash; Jairo Guti�rrez Q (@JairoVillavo) March 21, 2018		| |3
Isco se sali� un poco hoy, solo un poco. pic.twitter.com/m3X2u5iZRq&mdash; ElMadridista� (@Madridismo7_) March 27, 2018		| |0
🌻 Bodega # 93 en Twitter: ;JAJJAJA petrosky presidente.… ;| jajjaj petrosky presidente     |0
No jam�s Falsardo no sabe de nada&mdash; Javier Vargas (@JavierE85435433) March 29, 2018		| |-4
Carlos Caicedo en Twitter: ;Si estás de acuerdo con la convergencia de @sergio_fajardo @DeLaCalleHum y @petrogustavo , usa esta imagen en el perfil de tus redes sociales e invita a tus amigos. #ConvergenciaXLaPaz… https://t.co/aotHnr5u7D;| acuerd convergente @delacallehum   perfil redes sociales invit amig  #convergenciaxlapaz…   |0
@vickyna en Twitter: ;Es la conducta del dictador!! Ya los colombianos estamos seguros y unidos y decididos!! Con Fajardo presidente!!… ;| conduct dictador!! segur unid decididos!! fajard presidente!!…    |5
Juanmg en Twitter: ;Hombre están buenas, pero es lo que dices, 😇😇😇 buen Jueves Santo!!… ;| hombre buen  dices  😇😇😇 buen jueves santo!!…    |0
Compromiso Ciudadano en Twitter: ;#FajardoLogró ser el mejor alcalde del país gracias a su maravillosa gestión. @sergio_fajardo hizo que Medellín pasara del miedo a la esperanza. https://t.co/6INSVpCkfc;| #fajardologr mejor alcalde graci maravill gestion  hiz medellin pas mied esper    |4
Vamos creciendo d�a a d�a don Sergio. Hay much�sima juventud en Chile que no es tonta y no ignora lo que est� pasando. Debemos luchar todos juntos para luchar por nuestra libertades. Hoy conocemos m�s a�n como funciona el PC y FA. https://t.co/ZnANkGBUyY&mdash; _pmh; (@pavmh) March 25, 2018		| |3
CompromisoCiudadanoCundinamarca en Twitter: ;Con el programa Escuelas Saludables, @Sergio_Fajardo mejoró condiciones de salud y acompañamiento psicológico en las instituciones públicas de Medellín. #ConEducaciónSePuede… https://t.co/AU86oeqH3Q;| program escuel salud  @sergio_fajard mejor condiciones salud acompañ psicolog institu public medellin  #coneducacionsepuede…   |4
Compromiso Cauca en Twitter: ;#FajardoLogró y con Fajardo #SePuede… ;| #fajardologr fajard #sepuede…    |3
Ulises Lubo en Twitter: ;#ConEducaciónSePuede Garantizaremos agua potable, energía y conectividad en todas las escuelas del país. Entraremos al gobierno con un déficit de 20.000 aulas. Nuestra meta inicial será reducir el déficit a la mitad construyendo 10.000 aulas para el 2022. #FajardoPresidente;| #coneducacionsepuede garantiz agu potable  energ conectiv escuel  entrarem deficit aul  nuestr met inicial reduc deficit mit construyend aul  #fajardopresidente     |4
1 FADar FAVSeguir:@NachoAccounts  @MateoAlts  @MegaAltss @NightAccounts End: 10minCopia3 de mateo&mdash; NachoAccounts?2.3K? (@NachoAccounts) March 25, 2018		| |0
Fajardo Presidente en Twitter: ;Lo primero que haremos cuando lleguemos a la Presidencia de Colombia es convocar al Gran Pacto Nacional por la Educación. Hoy a las 10:00 a.m. presentaremos nuestra propuesta completa. Sabemos que #ConEducaciónSePuede transformar a Colombia. Nos vemos por Facebook Live. #ElEquipo… https://t.co/f3JWgU1rWW;| harem lleguem presidente colombi convoc gran pact educ   present propuest complet  sabem #coneducacionsepuede transform colombi  nos vem facebook live  #elequipo…    |4
Esto reafirma el poder que tendr�an @DeLaCalleHum, @sergio_fajardo @petrogustavo unidos. No olviden que los j�venes podr�amos poner Presidente. #Elpa�sprimero https://t.co/oxxaSI8VOo&mdash; Mafe Carrascal (@MafeCarrascal) March 21, 2018		| |4
Diego David Ochoa en Twitter: ;En semana santa se camina, se conversa y se reconcilia. #FajardoPresidente es la opción de la reconciliación, es #LaFuerzaDeLaEsperanza.… https://t.co/T7JbCLUFnT;| seman sant camin  convers reconcili  #fajardopresidente opcion reconcili  #lafuerzadelaesper   |4
Petro Presidente @petrogustavo pic.twitter.com/hXKVJ7BlWj&mdash; PetroPresidenteColombia (@PetroColombiaa) March 21, 2018		| |0
La Silla Vacía en Twitter: ;#FajardoCharladito : “No nos ha ido tan mal, después de todo estoy para Presidente” @sergio_fajardo;| #fajardocharladit   “no ido mal  presidente”   |2
Juan Diego Valens en Twitter: ;#FajardoLogró en Antioquia la más Educada, bajar la tasa de deserción en el grado noveno del 50% al 30%. @sergio_fajardo;| #fajardologr antioqui educ  baj tas desercion grad noven     |4
�La imagen que todos est�bamos esperando de @sergio_fajardo y @DeLaCalleHum! Ellos representan la Colombia digna, la transparencia y la pol�tica decente. Juntos son una fuerza poderosa y todos vamos a poner de nuestra parte para avanzar con #LaFuerzadelaEsperanza pic.twitter.com/9oNdW34Ksc&mdash; Claudia L�pez (@ClaudiaLopez) March 27, 2018		| |5
Duvalier Sánchez en Twitter: ;Se suman los mejores en capacidad y principios, juntos somos #LaFuerzaDeLaEsperanza. El café será a las 2:00pm, será el inicio de una gran convergencia ciudadana nacional. #ConFajardoYDelacalle… https://t.co/PK9r3mwbf2;| sum mejores capac principi  #lafuerzadelaesper  cafe  inici convergente ciudadan nacional  #confajardoydelacalle…     |4
Mujer tatoo en Twitter: ;Quiere en serio que juzguemos ??Pronto muy seguramente la historia le cobra lo que hizo con el país....igual la factura ya se la están pasando porque presidente no será...créame..y le tocará aliarse con el diablo....ni Fajardo lo acepta aún....debe ser muy triste cargar con eso..… https://t.co/IWIXmEOChq;| quiere seri juzguem ??pront segur histori cobr hiz    igual factur pas presidente   creame  toc aliarse diabl    fajard acept    triste carg    |-3
Compromiso Antioquia en Twitter: ;Coherencia + consistencia = confianza #LaFuerzaDeLaEsperanza #FajardoPresidente #SePuede… ;| coherente consistente = confianz #lafuerzadelaesper #fajardopresidente #sepuede…    |4
Diandra Álvarez en Twitter: ;#FajardoLogró la implementación de un programa como #MujeresDigitales donde las mujeres construimos nuestra habitación propia, tuvimos voz y creamos una revolución feminista, por eso sé que #Sepuede porque antes, en un gobierno, #NuncaSeHablóAsí… https://t.co/39cWCcOtlz;| #fajardologr implement program #mujeresdigitales mujeres constru habit propi  tuvimos voz cre revolu femin  #sepuede   #nuncasehabloasi…   |4
Fenalco Antioquia en Twitter: ;Continuamos con nuestro compromiso con el medio ambiente y la ciudad, por eso hacemos presencia en este especial espacio. @AlcaldiadeMed #PactoPorElAire… https://t.co/6iu8Nfk1bb;| continu compromis ambiente ciud  presenci especial espaci  @alcaldiadem #pactoporelaire…   |4
Eric Támaro León en Twitter: ;#FajardoLogró que en Medellín llegarán gobiernos alternativos para que se realizará una verdadera transformación , él fue el primero y gracias a su excelente gestión llegaron escelentes personas como Alonso Salazar ,eso quiero para Colombia ,personas distintas ,#NoMasViolencia;| #fajardologr medellin lleg gobiern alternat realiz transform   graci excelente gestion lleg escelentes person alons salaz  quier colombi  person distint  #nomasviolente   |5
Fernando Valencia en Twitter: ;Votar por Petro es asunto de dignidad votar por un Títere es una vergüenza y una pena. Petro Presidente. Ya no más de lo mismo.… https://t.co/WAUrxrx5Pe;| vot petr asunt dignid vot titere verguenz pen  petr presidente    |0
Juan Gabriel Carmona en Twitter: ;#FajardoLogró  que los emprendedores accedieran a la financiación de sus proyectos empresariales.… ;| #fajardologr  emprendedores acced financi proyect empresariales    |4
Compromiso Ciudadano en Twitter: ;;Colombia no es un país de borregos. Las comunidades necesitan participar. Empoderar la ciudadanía es esencial para lograr el desarrollo, sea sobre minería, sobre ciencia o sobre economía; @sergio_fajardo #ConEducaciónSePuede… https://t.co/v4j78RFtQZ;|  colombi borreg  comun necesit particip  empoder ciudadan esencial logr desarroll  min  cienci  #coneducacionsepuede…   |3
Alexander Lopez Maya en Twitter: ;Nunca hemos discutido en el @PoloDemocratico una alianza con el @PartidoLiberal y tampoco el sr @sergio_fajardo tiene la vocería del polo para incluirnos en la alianza q esta buscando con ellos. Estamos contra los q han destruido nuestros derechos, luchamos por una Colombia libre;| nunc hemos discut @polodemocrat alianz @partidoliberal voc pol incluirn alianz busc  destru derech  luch colombi libre   |2
Mr. Retwitt en Twitter: ;Agregué un video a una lista de reproducción de @YouTube https://t.co/YYkftUf5SK Real-world glitches compilation;| agregue list reproduccion @youtube real-world glitches compilation   |0
Aegøn en Twitter: ;Le hacen un entradón a Koke y sale Sergio Ramos con todo a defenderlo. Mi capitán. No importa donde juegue, siempre defiende a los suyos.… https://t.co/yFhPD9d20P;| entradon koke sale sergi ram defenderl  capitan  import juegue  defiende   |0
Voces Insolentes en Twitter: ;Si @sergio_fajardo es presidente, es;gracias al apoyo de @ClaudiaLopez y;la honestidad que ella inspira;;Si @petrogustavo es presidente, es;gracias al apoyo del pueblo y;la esperanza que inspira;;Si @IvanDuque es presidente, es;gracias a #Uribe y al miedo ;que infunde e inspira.;| presidente  graci apoy honest inspir  presidente  graci apoy puebl esper inspir  @ivanduque presidente  graci #uribe mied  infunde inspir    |2
Claro que #SePuede!!!!#LaFuerzaDeLaEsperanza           ???????????????????? https://t.co/BFawO7FCSE&mdash; Claudia L�pez (@ClaudiaLopez) March 22, 2018		| |2
Maria Adelaida en Twitter: ;#LaFuerzaDeLaEsperanza hoy en Medellin.… ;| #lafuerzadelaesper medellin    |1
Carlos Caicedo en Twitter: ;¡Felicitaciones por este encuentro! ;Pensar en el país y su gente es lograr la #ConvergenciaXLaPaz y el cambio. Unidos @petrogustavo @sergio_fajardo @DeLaCalleHum,  podemos lograrlo. Lo que nos une es mucho más que lo que nos divide.… https://t.co/hUlluSce4r;| ¡felicit encuentro!  pens gente logr #convergenciaxlapaz cambi  unid @delacallehum   lograrl  une divide   |4
Horacio Eslava en Twitter: ;#SEPUEDE con @sergio_fajardo porque somos un país riquísimo en diversidad. En #PreguntaYamid el próximo Presidente de los colombianos.;| #sepuede riquisim divers  #preguntayam proxim presidente    |4
#Elecciones2018H�gase un favor y vea este v�deo.#Colombia #Uribe #Petro #Popayan #Informacion #verde #Liberal #cambioRadical #centrodemocratico #urgente #Peligro #duque #fajardo #delacalle #caracol #rcn #noticiasuno #canaluno https://t.co/ytBFq4MMbD&mdash; Daniel Joaqui (@DannyJoaqui) March 29, 2018		| |0
Andres Cruz Rojas en Twitter: ;A veces pienso que con de la calle y Petro basta... de Fajardo quienes lo apoyan.… ;| veces piens calle petr bast    fajard apoy    |-4
Pitalito con Fajardo en Twitter: ;Encuentro ciudadano con voluntarios del Equipo de la Esperanza, #PitalitoConFajardo. Vamos a transformar el país con la #FuerzaDeLaEsperanza. Todos bienvenidos!;Sábado 24 Carrera 8 con Calle 8 A (Casa Coalición Colombia) 4:00 p.m.… https://t.co/jdRKafRU8r;| encuentr ciudadan voluntari equip esper  #pitalitoconfajard  vam transform #fuerzadelaesper  tod bienvenidos! sabad 24 carrer calle (cas _Coalicion_Colombia) 4 00   |3
Yamid Amat en Twitter: ;#AlAire #PreguntaYamid con el candidato presidencial @sergio_fajardo ;Véalo por @Canal1Colombia y a través de nuestra señal en vivo ;📡 https://t.co/HcYJsWJbuz 📡… https://t.co/UbeVab7Slq;| #alaire #preguntayam candidat presidencial  señal viv  📡 📡…     |0
Isabel Ospina en Twitter: ;En las universidades públicas que adoctrinan en izquierda gana Petro y Fajardo gana en la mayoría de privadas, pero nunca les alcanzará para elegir presidente porque solo representan el 8% del electorado… https://t.co/Dm76fvfQAl;| univers public adoctrin izquierd gan petr fajard gan mayor priv  alcanz eleg presidente represent 8% electorado…   |-4
JodiendoLaPtaVida ⛔️ en Twitter: ;Francia   2    Colombia   1 ;;“La selección debería pensar en Colombia y no en su vanidad, debería dejar que un jugador de la calidad de Stefan medina entre al campo para ganar sin asustar”;@ClaudiaLopez ;; #VamosColombia que #SePuede Ganar Sin miedo! 🇨🇴;#LaFuerzaDeLaEsperanza;| franci      colombi     “la seleccion deb pens colombi vanid  deb jugador calid stef medin camp gan asustar”    #vamoscolombi #sepuede gan miedo! 🇨🇴 #lafuerzadelaesper   |0
Perdiendo el tiempo en Twitter: ;Es una broma verdad!?? Es lo más irónico y cínico que he leído el día de hoy.… https://t.co/CfIfsX9Pfs;| brom verdad!?? ironic cinic leid   |0
Carlos Caicedo en Twitter: ;Pensar en el país primero es lograr la #ConvergenciaXLaPaz y el cambio. Unidos @sergio_fajardo @DeLaCalleHum y @petrogustavo Podemos lograrlo. Lo que nos une es lo más importante. La concertación es la vía para pasar la página del Uribismo y consolidar La Paz.… https://t.co/LlYKt8iroS;| pens logr #convergenciaxlapaz cambi  unid @delacallehum podem lograrl  import  concert pagin urib consolid paz    |4
Seremos el gobierno que m�s va a invertir en educaci�n en toda la historia del pa�s. Incrementaremos el presupuesto de la educaci�n en un 10% como m�nimo cada a�o. Cada peso que le quitemos a la corrupci�n ir� para la educaci�n. #ConEducaci�nSePuede #FajardoPropone #ElEquipo pic.twitter.com/wQ3A498lwp&mdash; Fajardo Presidente (@sergio_fajardo) March 22, 2018		| |4
#FajardoResponde. Ac� les contamos qu� pensamos sobre Ser pilo paga y qu� proponemos para apoyar a los j�venes del pa�s que quieren estudiar. #ConEducaci�nSePuede transformar la sociedad. #ElEquipo pic.twitter.com/lMfEcl4rjj&mdash; Fajardo Presidente (@sergio_fajardo) March 25, 2018		| |4
